T_K,P_atm,mu_Pa_s,kappa_W_mK,kappa_H_W_mK,kappa_e_W_mK,kappa_int_W_mK,kappa_reac_W_mK,sigma_S_m,nu_e_1_s,Astar_e,Bstar_e,Cstar_e,cp_frozen_J_kgK,cp_reac_J_kgK,kappa_reac_grad_mass_W_mK,kappa_reac_grad_mole_W_mK,kappa_reac_cp_W_mK
17900.0,0.1,1.1902226858897145e-05,1.6236211120518158,0.009079779204930426,1.5828817456566404,0.0003445327483251792,0.03131505444191981,7217.576412786178,80599955795.13554,1.0995844774533396,1.1456569161769752,0.4081833015245273,1073.2521573255926,1673.254522485382,0.0015904948608800656,0.0005607105322680212,0.029724559581039745
18100.0,0.1,1.190793971698527e-05,1.6625043653090292,0.009092971355852896,1.6172291957186156,0.0003480536549652679,0.03583414457959532,7275.142988924568,79276085749.7958,1.099451209055623,1.1453642167857443,0.4080275070464349,1076.2136483006514,1939.454423633296,0.0013641350863629357,0.0004684705164250285,0.03447000949323239
18300.0,0.1,1.1896130585667894e-05,1.7020365400583928,0.009087849746074135,1.6512267411822017,0.00035335656565986664,0.04136859256445691,7326.0574817323795,78084624695.88179,1.0993403851946648,1.145123082805667,0.40789976378554926,1079.7296038415302,2263.57867530966,0.0011778052324914452,0.00039223726189174574,0.04019078733196546
18500.0,0.1,1.1859994080517331e-05,1.742101933366708,0.009059418378265002,1.6847621442771752,0.00036024554258903526,0.04792012516867872,7369.466487782137,77032861597.29222,1.0992544530477495,1.1449382249696145,0.40780240117279165,1083.8883823998058,2649.2181134132697,0.00102503391034937,0.0003291514026777913,0.04689509125832935
18700.0,0.1,1.1793278318367868e-05,1.7825476624392147,0.00900313674677817,1.7177211950324198,0.00036848647960986274,0.055454844180406755,7404.569837297095,76127519749.34114,1.099195632241036,1.1448136367695039,0.4077373565942233,1088.7808244351008,3099.3392065064336,0.0009005607992727334,0.0002769063265018098,0.05455428338113402
18900.0,0.1,1.1690537295045012e-05,1.8231771927168365,0.008915158632272489,1.7499932155169096,0.0003777997348686623,0.06389101883278601,7430.679699641129,75374318986.10555,1.099165738544088,1.1447522129070389,0.40770597229946065,1094.4988587461316,3615.8228987750877,0.00080010472769956,0.0002336461673832863,0.06309091410508645
19100.0,0.1,1.1547428620923708e-05,1.8637476186704072,0.008792598573144609,1.781477760457713,0.0003878577298618714,0.07308940190968768,7447.28531960989,74777461181.9408,1.0991659946732928,1.1447553600382685,0.40770879101627433,1101.133388587505,4198.976838817962,0.0007201700781021881,0.00019788331986515272,0.0723692318315855
19300.0,0.1,1.1361018114848141e-05,1.903972355349799,0.00863379029056665,1.8120921002994241,0.00039828859980169297,0.08284817616000639,7454.116844291028,74339073031.26273,1.099196849115922,1.1448226472758005,0.4077453754861023,1108.7714749386735,4847.05640526587,0.0006578841840119697,0.00016843047731317966,0.08219029197599442
19500.0,0.1,1.1129890674773946e-05,1.943770216335804,0.008438365781142002,1.8420199381771616,0.0004086808527832603,0.09290323152471722,7451.357262172562,74057089662.07367,1.0992551639457586,1.1449623940742089,0.4078205222663329,1117.4928965250829,5555.839941140426,0.0006108566718284731,0.00014434049425272007,0.09229237485288874
19700.0,0.1,1.0854258635993574e-05,1.9832247852148837,0.008207324200372795,1.8716627711602376,0.0004185960631562842,0.10293609379111705,7439.585392686989,73925695312.6796,1.0993327167115396,1.1451898839380938,0.40794375939579164,1127.3662376697757,6318.308258129878,0.0005770609916010339,0.00012485485356358657,0.10235903279951603
19900.0,0.1,1.053697625347477e-05,2.021296397519884,0.007943832910032466,1.9003247643643109,0.0004276275043873022,0.11260017274115353,7419.003045950351,73942711992.81303,1.0994334428804708,1.1454672781930038,0.4080934944003937,1138.444725491454,7124.475579586184,0.0005547548298691713,0.00010937449068784902,0.11204541791128435
20100.0,0.1,1.0182280163465288e-05,2.0576719610962853,0.0076521114149510835,1.9280491245666167,0.00043538305820606195,0.12153534205651138,7390.627110960565,74097427871.09872,1.0995538298592429,1.1457858960078233,0.40826499748200473,1150.7620947483433,7961.408245717859,0.0005423730212547577,9.739974927303224e-05,0.12099296903525662
20300.0,0.1,9.795894467430682e-06,2.0920967082163973,0.007337473289846378,1.9549200953696282,0.0004415219625933349,0.12939761759432958,7355.752659791256,74375513477.06192,1.0996896976491641,1.14613561507099,0.4084527820080971,1164.328791066167,8813.45055131519,0.0005384661098484501,8.85000930634727e-05,0.12885915148448113
20500.0,0.1,9.38463247804152e-06,2.1243969776145857,0.007005951427644164,1.9810595897211747,0.0004457746808805624,0.13588566178488629,7315.879351338134,74759318034.02373,1.099836430881028,1.1465054294990504,0.40865090472168225,1179.1288256219113,9662.657630111604,0.0005416459345264842,8.228304667275047e-05,0.1353440158503598
20700.0,0.1,8.95592999583129e-06,2.1544958980087427,0.0066638839327190875,2.0066208433406514,0.00044795695009569055,0.1407632137852769,7272.622668622955,75228401437.95442,1.099989238644208,1.1468840598857362,0.40885329257150593,1195.1175668114838,10489.417296903055,0.0005505466089699722,7.837033637531078e-05,0.14021266717630693
20900.0,0.1,8.517370829867029e-06,2.18242000853215,0.006317515331372607,2.031779863194559,0.0004479767215748253,0.143874653284643,7227.621317698714,75760263621.0532,1.100143410369647,1.147260542299777,0.4090540570536936,1212.2207027931622,11273.22885710961,0.0005638016041047723,7.638257321807813e-05,0.14331085168053823
21100.0,0.1,8.07625950472545e-06,2.2082964911601413,0.005972658488746821,2.056725714638943,0.0004458338653760591,0.14515228416707554,7182.45157155189,76331211517.38242,1.1002945401233768,1.1476247344578017,0.4092477632771309,1230.3345407435722,11993.597446046057,0.0005800373469556493,7.593305845116382e-05,0.1445722468201199
21300.0,0.1,7.639280248365812e-06,2.2323421396219456,0.0056344455424687445,2.0816507098344896,0.00044161349164149844,0.14461537075334574,7138.5567920939875,76917291823.36914,1.1004387004345626,1.1479676987463046,0.4094296325577015,1249.3277305037445,12630.995806494922,0.0005978830193934374,7.663019966926572e-05,0.14401748773395232
21500.0,0.1,7.212261235996999e-06,2.2548462270284206,0.005307177077344249,2.1067414656759107,0.00043547436865086037,0.14236210990651477,7097.19680098039,77495215497.60144,1.1005725572939613,1.1482819463313225,0.4095956705011643,1269.0444150981837,13167.839294575027,0.0006159951212886021,7.808690666064402e-05,0.14174611478522617
21700.0,0.1,6.800044329817437e-06,2.2761497991319937,0.004994262657040454,2.132171506454245,0.0004276341571829372,0.13855639586352547,7059.418150690249,78043206915.5353,1.100693427468844,1.1485615480798246,0.4097427239579738,1289.3087189615753,13589.413212309159,0.0006330939830642089,7.993447639631275e-05,0.13792330188046126
21900.0,0.1,6.406446911257282e-06,2.296623779636854,0.004698235451659848,2.158095749862785,0.000418353112976043,0.13341144120943318,7026.043474806542,78541723857.92395,1.100799286051458,1.148802132731992,0.4098684779911693,1309.9303873711951,13884.685456479328,0.0006480079908646781,8.183806859905936e-05,0.1327634332185685
22100.0,0.1,6.034295078769428e-06,2.3166478856455335,0.004420819426580566,2.1846469625194986,0.00040791766171428763,0.12717218603774005,6997.676339092728,78974011021.21297,1.1008887356791541,1.1490007998721141,0.4099714076829064,1330.711292358028,14046.93523618625,0.0006597201160810027,8.35109750824103e-05,0.12651246592165905
22300.0,0.1,5.685505742928405e-06,2.3365918011394227,0.0041630281191562405,2.211934033590759,0.00039662493829972946,0.1200981144912079,6974.717306843741,79326467461.00339,1.1009609495746568,1.1491559760161667,0.4100506999226249,1351.4524313496972,14074.134322552403,0.0006674107335699035,8.472543062126136e-05,0.119430703757638
22500.0,0.1,5.361197249931836e-06,2.356799551929993,0.003925277512181419,2.240041781756225,0.0003847690766407767,0.11244772358494581,6957.3870534497455,79588825082.685,1.1010155993631223,1.1492672387901404,0.410106158471933,1371.9609795956824,13969.03385459269,0.0006704909200994903,8.531854761333235e-05,0.11177723266484632
22700.0,0.1,5.061822538465988e-06,2.3783460620133137,0.003707506358166741,2.269800212342517,0.00037263052688602135,0.1044657127857438,6946.565576543234,79744820291.01543,1.1010539337862086,1.1493394353767006,0.41014039486218745,1392.0569316516253,13738.937151423377,0.0006686057295608942,8.519601859656225e-05,0.1037971070561829
22900.0,0.1,4.787264154259641e-06,2.401366766207934,0.0035092659427040803,2.301124566256498,0.00036046512492519467,0.09637246888380638,6942.04930564351,79792327043.13504,1.1010758008122783,1.1493717115751532,0.41015298828132873,1411.5788917375676,13395.1737223696,0.0006616703745815031,8.431995924479884e-05,0.09571079850922487
23100.0,0.1,4.536968147895889e-06,2.4254899363969495,0.003329826275545042,2.333453872379223,0.0003484990579553625,0.08835773868422607,6943.05805887373,79737716103.41959,1.101080956497713,1.1493624754191394,0.41014312645404494,1430.3886499108903,12952.325313582069,0.00064984705899104,8.270405898513348e-05,0.08770789162523503
23300.0,0.1,4.310058409607034e-06,2.450880920130832,0.0031682632597328777,2.366798160165162,0.00033692594225773057,0.08057757076367948,6949.360674537319,79582752792.4481,1.101070356749027,1.1493142970626975,0.4101122045337387,1448.3743019547542,12427.283983143136,0.0006338098082752107,8.045532629699169e-05,0.07994376095540427
23500.0,0.1,4.10541791790392e-06,2.4776544718212232,0.0030235203179844895,2.401153020577197,0.00032590473022365814,0.073152026195818,6960.670018917374,79331336481.87254,1.1010450882977059,1.1492300255404417,0.4100617939456385,1465.4518172123912,11838.238774858202,0.0006133432365227596,7.754723223284582e-05,0.07253868295929523
23700.0,0.1,3.921765856062231e-06,2.5058822116483443,0.002894463023420786,2.43650332606384,0.00031556027991080156,0.06616886228117262,6976.661933351272,78989045795.59897,1.101006327547086,1.1491126854627252,0.4099935307791223,1481.5651070991257,11203.688635121462,0.0005893942943490396,7.413791628772508e-05,0.06557946798682358
23900.0,0.1,3.7577213146993236e-06,2.535594954274699,0.0027799221326508055,2.4728229741109455,0.00030598545577138655,0.05968607257533142,6996.990055514375,78562703953.01689,1.1009552965979312,1.1489653772462212,0.40990908335985343,1496.6847751534826,10541.565695433681,0.0005632873454294156,7.042659041902795e-05,0.059122785229902004
24100.0,0.1,3.6118544121150096e-06,2.5667907418079094,0.002678726498733182,2.5100806239589772,0.0002972442876516237,0.053734147062547644,7021.294648805969,78060008968.91762,1.1008932231551896,1.148791190315625,0.40981015647337554,1510.8058206191595,9868.529052972539,0.00053460944901925,6.637071414152038e-05,0.05319953761352839
24300.0,0.1,3.4827264133300783e-06,2.5994417269793786,0.002589727528039483,2.548237830200703,0.00028937577159031174,0.04832479347904539,7049.215411665178,77489134919.74281,1.1008213304376862,1.148593167158689,0.4096983743837238,1523.9446141125272,9199.460537330135,0.0005050857152433426,6.221185878445854e-05,0.04781970776380205
24500.0,0.1,3.368920122308659e-06,2.6334997067904578,0.0025118165709943677,2.5872534698017677,0.00028239791643072784,0.0434520225012647,7080.394584340574,76858470748.64224,1.1007408052340153,1.1483742409575026,0.40957533966124215,1536.1354673112469,8547.166387160763,0.00047482723197203006,5.7972874569681954e-05,0.042977195269292674
24700.0,0.1,3.2690619627636994e-06,2.668902159539175,0.002443936550047407,2.627083176469881,0.00027631172616740887,0.0390987347930788,7114.48321868979,76176358934.32802,1.1006527936415655,1.1481372190722186,0.40944257172052256,1547.4270872608704,7922.266560905264,0.0004444358779591247,5.37372254803188e-05,0.03865429891511968
24900.0,0.1,3.1818372014987062e-06,2.705577275106228,0.0023850890063861086,2.6676806976585974,0.0002711049001079174,0.035240383541136705,7151.143972485422,75450911021.65904,1.100558392893208,1.1478847649203705,0.4093015031091164,1557.8791518434255,7333.238770485098,0.0004147537987454894,4.9607676889062584e-05,0.034825629742391215
25100.0,0.1,3.105999482974669e-06,2.7434473509345065,0.0023343375179533847,2.7089992249607384,0.0002667550979923835,0.031847033357822185,7190.051335219569,74689887449.69646,1.1004586438237909,1.1476193841793165,0.4091535006677955,1567.5591785510717,6786.5774566637265,0.00038568101220267097,4.557712958070243e-05,0.03146135234561952
25300.0,0.1,3.040343767446755e-06,2.7823490298997857,0.00229078813089317,2.750907689814312,0.00026322992027968527,0.028887322034300528,7230.539750775419,73904208971.27118,1.1003534660533982,1.1473536112363585,0.4090085208263424,1576.5397946305075,6287.027582356682,0.0003578815480557904,4.171680835675112e-05,0.02852944048624474
25500.0,0.1,2.983760482787971e-06,2.822148177824318,0.002253620116877201,2.793304265155916,0.00026049361847216523,0.026329798933052803,7272.107477248306,73102537429.68872,1.1002431128797874,1.147095269377122,0.4088725392559777,1584.8964600613813,5837.857348581914,0.00033163764819895666,3.805224299412852e-05,0.025998161284853848
25700.0,0.1,2.9352743256992253e-06,2.8628867600413908,0.0022221096121660885,2.83626163832196,0.0002585124003049762,0.024144499706959508,7315.0019497700505,72285585086.35233,1.1001300375862362,1.146830937560987,0.40873344135684475,1592.7056496014886,5441.140689736933,0.0003068272157622042,3.457043710399358e-05,0.023837672491197302
25900.0,0.1,2.893928640579563e-06,2.9044865181835786,0.002195554815059535,2.8797299921558004,0.0002572459204791301,0.022303725292239545,7358.9472946010155,71459093112.95576,1.1000150578343153,1.1465625160715835,0.40859222393574984,1600.043467599424,5098.027956892801,0.0002838310908553839,3.130142263368276e-05,0.02201989420138416
26100.0,0.1,2.858832942734286e-06,2.9468710498060626,0.0021733038198446936,2.9236589229682948,0.00025665258798414646,0.020782170429938813,7403.675898430282,70628310312.36633,1.0998989465072826,1.146291798106694,0.4084498359109981,1606.9846484073396,4808.990334108383,0.00026261820838686565,2.8233920332583992e-05,0.020519552221551947
26300.0,0.1,2.8291577088447505e-06,2.989965734798314,0.0021547498275094183,2.967996724787463,0.00025669006956271985,0.019557570113779208,7448.927230380927,69798015980.24709,1.099782438461342,1.1460204842154325,0.4083071756279932,1613.6018840434172,4574.029554915228,0.0002431656723282541,2.5356716088602128e-05,0.019314404441450952
26500.0,0.1,2.8041288017633335e-06,3.0336983965574356,0.002139326350312531,3.0126909236062467,0.00025731551455413925,0.018610831086322437,7494.446249893104,68972553746.48518,1.0996662359820912,1.1457501944531345,0.40816509388048694,1619.9654170800854,4392.849119515036,0.00022558520896002869,2.266837948061467e-05,0.018385245877362406
26700.0,0.1,2.783021868768043e-06,3.0779979014568903,0.002126502623140394,3.0576874055483887,0.00025848556091712555,0.017925507724443575,7539.981778797591,68155869837.67535,1.0995510117336518,1.1454824762332194,0.40802440761783065,1626.1428380429693,4264.986477559662,0.00020976050496816982,2.0147905631056447e-05,0.017715747219475404
26900.0,0.1,2.765157016816707e-06,3.1227943201270234,0.0021157794084977694,3.1029305399820877,0.0002601561796915902,0.01748784455674656,7585.285617326473,67351546701.77213,1.0994374135793619,1.145218814069885,0.4078858964085455,1632.199031017248,4189.907727176946,0.0001956762707497388,1.7782254364273575e-05,0.017292168285996824
27100.0,0.1,2.749893988816032e-06,3.16801839308373,0.0021066853391853244,3.1483631153047718,0.000262282407826473,0.01728631003194622,7630.111704762644,66562837307.370766,1.0993260667099445,1.144960634353885,0.40775030702491144,1638.19621730773,4167.067552822175,0.00018333389090737095,1.5559237507108285e-05,0.01710297614103885
27300.0,0.1,2.736628038500767e-06,3.213600591033661,0.0020987739254459694,3.1939259915641873,0.000264818016177544,0.017311007527850066,7674.2157637278715,65792695149.973885,1.0992175742427175,1.14470930672629,0.4076183578534421,1644.1940535752142,4195.937657097313,0.00017261851260570325,1.3458550149290455e-05,0.01713838901524436
27500.0,0.1,2.7247866721750996e-06,3.2594711817445727,0.0020916213345857047,3.2395584752105555,0.0002677151566788639,0.017553370042752908,7717.355697677962,65043797264.47495,1.0991125177981158,1.1444661441403312,0.4074907329602579,1650.249747376941,4276.0070820858555,0.00016350868843369133,1.1467340465162889e-05,0.017389861354319216
27700.0,0.1,2.713827381004999e-06,3.3055595350168683,0.0020848250242942934,3.2851982936362627,0.00027092402949917255,0.0180054923268123,7759.292422440114,64318562921.346275,1.0990114551889338,1.1442323973640391,0.4073680820064511,1656.4181592398213,4406.757767478519,0.00015597010167847327,9.572683077987024e-06,0.017849522225133828
27900.0,0.1,2.703236458801168e-06,3.3517938425360057,0.002078003288968186,3.330781952104203,0.0002743926096022039,0.018659494533232193,7799.791378295259,63619165818.833435,1.0989149167071128,1.1440092460787112,0.4072510166883051,1662.7518659192087,4587.618611037755,0.0001499155952739375,7.759575661563888e-06,0.018509578937958255
28100.0,0.1,2.6925289706699276e-06,3.3981012852042136,0.002070795752061083,3.3762454021846873,0.00027806647145043364,0.019507020796014927,7838.624883419028,62947538611.094986,1.0988234004396524,1.14379778724569,0.40714010107978055,1669.3011646002449,4817.901290694557,0.00014532109001025295,6.018858375805849e-06,0.019361699706004674
28300.0,0.1,2.681249878217581e-06,3.444407839369854,0.00206286479401408,3.4215245456520207,0.00028188874729968117,0.020538540176519498,7875.575084011491,62305371983.9865,1.0987373651465029,1.1435990187235598,0.40703584523075637,1676.114002657328,5096.721243229191,0.0001421473217176672,4.3423601748159814e-06,0.02039639285480183
28500.0,0.1,2.6689762815737513e-06,3.4906386755880674,0.0020538978633331583,3.4665562391672218,0.00028580025192420357,0.021742738305588573,7910.43757087221,61694107770.667175,1.0986572220233857,1.1434138202678092,0.4069386953931391,1683.2358222190123,5422.907499888928,0.00014033309010803513,2.7229456503550783e-06,0.021602405215480538
28700.0,0.1,2.6553206756497483e-06,3.536718759048129,0.0020436105649084746,3.5112793937539695,0.0002897398013970363,0.023106014927854066,7943.025675201227,61114926080.708824,1.0985833256029474,1.1432429325763966,0.4068490214299698,1690.7093135591924,5794.9055463439645,0.00013984700151894577,1.1579249916165793e-06,0.02296616792633512
28900.0,0.1,2.6399350410831696e-06,3.582573520576458,0.0020317503573898813,3.55563615389559,0.0002936447448391561,0.02461197157863961,7973.175150045876,60568728719.84048,1.0985159635111943,1.1430869343603725,0.4067671060577374,1698.5740762952641,6210.677961412079,0.00014064862458777064,-3.531068324879158e-07,0.024471322954051838
29100.0,0.1,2.622515520011073e-06,3.6281299876186703,0.0020181006318597617,3.5995733817740456,0.0002974517175391776,0.026241053495225604,8000.749099085195,60056119765.78105,1.0984553461767312,1.1429462195136426,0.4066931331229927,1706.8661927216667,6667.608223696185,0.00014268625940962455,-1.8082188048729104e-06,0.02609836723581598
29300.0,0.1,2.602807358265395e-06,3.673318057739546,0.0020024848885545183,3.6430441132750553,0.0003010976100219174,0.02797036196591426,8025.642966947722,59577384460.56498,1.0984015970252188,1.1428209757018215,0.4066271762282133,1715.6177231684128,7162.413659688329,0.00014590976236596439,-3.20236103627172e-06,0.027824452203548296
29500.0,0.1,2.5805802122309526e-06,3.71802252445609,0.0019847488594449372,3.685959959423138,0.0003045172472947746,0.029773298926212527,8047.574106734604,59134049524.516975,1.0983548355067452,1.1427221509781336,0.40657479799216545,1724.8561390387008,7691.073925241259,0.0001502643257900884,-4.526049512838481e-06,0.029623034600422437
29700.0,0.1,2.555696971043739e-06,3.7621896445033536,0.0019648117517867244,3.728293773022939,0.00030924114072568667,0.031621818587902153,8066.53982373149,58725487352.38157,1.0983149717942742,1.142648190949917,0.4065351737653098,1735.2254701761342,8249.142660981026,0.00015568588286201177,-5.768965962872539e-06,0.031466132705040145
29900.0,0.1,2.5281071493004676e-06,3.805241284531823,0.0019426610161897625,3.770075129683659,0.0003110411865671331,0.032912452645406806,8082.7761007760955,58349311799.76554,1.0982817290604387,1.1425874376239786,0.4065023171350395,1745.1103561150144,8679.752336669852,0.0001611930387015939,-6.55056882946954e-06,0.03275125960670521
30000.0,0.1,2.5132893381134395e-06,3.8268234382082436,0.0019307585112371742,3.7907559092770886,0.0003073920747385971,0.03382937834517914,8089.8895334392255,58173021438.4901,1.0982675036984122,1.1425617598402589,0.4064882853792955,1748.4964415370168,8974.453859705452,0.00016460341833030408,-7.103231868019051e-06,0.033664774926848835
